3,6954223383	-13,6538431015
4,0692584872	0,6104266668
4,2729924974	0,748702214
1,817896411	-1,2068076038
10,3315516778	9,7731050179
2,9547732309	-12,4859622567
10,0248505841	9,2774027658
5,1554033577	-12,1821358451
4,6901026846	-13,880983973
9,4483263337	10,050555471
3,8860821764	-13,287955622
9,9239224193	9,8795566644
10,3759790376	9,6117805352
11,4194870834	9,0356366998
11,4032504416	11,0167692667
3,5971406256	-13,0388349535
3,8368295234	1,2480489719
12,6437495016	11,3880882353
0,9655262278	2,0578308655
5,7942589781	-11,8039072844
3,8889577333	0,1626022842
5,2322334127	-13,6514139391
10,3844747926	10,3732960156
10,7859736544	10,5660095103
3,5606368476	-13,7385855935
3,9002910354	-0,8623011325
4,1619551824	-11,3498341967
3,8474139075	-14,2928917446
4,7666469029	-0,4354400302
4,0440781606	-0,9995479434
3,7340436835	-0,1580413744
3,3378690058	0,1235773724
3,8584958882	0,1701407828
2,3245105949	-13,0578808547
2,8605688974	1,332919881
11,3988883291	9,0949662702
3,4882400643	-0,2625142679
3,7009820805	-12,0942032535
2,5351485272	1,9727656274
3,9298993619	-12,7903714258
3,2541392023	-0,0554280195
3,4960938673	0,1045697093
10,4852984916	9,7515739587
1,7922692443	0,7892963615
3,3113107977	-12,5271036204
5,0014394651	0,3275258268
3,5769993797	-1,8861700008
10,5579257165	11,8011589481
5,3868455698	0,3957289739
3,6437575894	0,0717341899
2,3836554393	-13,6223081906
5,0094833665	-11,7599046482
2,6643052916	0,0990686062
3,8269921555	-12,8749973208
4,1233667552	-1,1306381233
4,2563330418	-14,4433188094
5,3603167962	-12,2168768412
9,5445873396	10,5491878694
2,9419295346	2,3883487755
1,9027130277	-0,621175226
13,5936819821	10,4457526299
3,4023965562	-0,1669839633
10,6197325525	11,1434160586
4,6215436804	-11,8523232717
10,2524693115	9,2764924624
11,7311563115	9,3852877643
6,0249774386	-0,2210285818
2,4778053575	-0,8295695426
11,3034906111	8,1322398748
4,4452546957	-0,0205566149
2,1256852184	0,3832837532
4,9620985633	-14,0088351898
11,9712941619	11,06018668
2,0514968887	-0,7489107012
10,8087502607	10,5579399628
0,9687385262	-0,710291885
11,3236676788	8,3982637181
2,943617763	0,0397373181
10,5244815352	9,2429646412
2,862597683	-0,8684697488
11,7732192071	8,0475460322
5,5798568154	-12,7031769831
11,7609209692	9,2641739338
9,6839529059	9,1412943937
0,948523588	-0,1116233168
2,8441310421	-1,8269893053
3,2901065422	1,3595106759
4,8328263403	0,1404112035
3,8588148058	-12,4594904934
3,0018541935	0,5387392226
2,6201234704	-13,260627056
10,641026835	9,5294632875
11,332638942	7,6624943431
4,0031013167	-14,2713498356
10,1180612055	9,3357604674
4,7954862886	-13,448245393
2,9202706225	-0,0973713457
10,329356356	9,7975977381
3,2544327963	-0,2359929803
4,2972715695	-13,0028048893
2,6328850574	1,4557652738
3,4402113888	-12,2732155888
8,3566430225	8,8589965619
3,7157563836	-12,0118547047
4,1322481602	-13,3778435556
5,8844636545	1,0946403978
8,4919238491	11,0450218317
2,8038940794	0,5555255939
5,3525764973	-13,1276659234
4,1097616177	-1,6178374644
4,4846188845	-12,9739975457
3,9025653177	3,1124126179
4,8803174508	-13,8552041227
5,0317877464	-11,8549228068
4,249401881	-0,4997198057
2,9179943747	-0,37916564
3,51225274	-12,2080406948
11,2567696332	9,0279755458
3,7703286004	0,4964194392
11,2450252879	8,7580527441
4,529064014	-13,184445335
5,1569457842	-14,3770164859
3,6585175447	-13,3527450239
3,4184102846	-0,6432965516
8,1983119281	9,9895816404
2,3633510822	-1,0660795798
11,4746179204	9,3714007809
4,739620013	-13,2511021579
