4,3499237836	6,6805642598
3,9391689337	3,6438939807
2,9621344494	6,5510146721
2,4379477509	-4,6049856478
4,0707262849	4,9991685266
1,9012644658	-3,1065212325
4,1836812199	5,8023952261
5,2785202217	5,2241599524
2,5466641253	5,1615770869
3,915000855	6,4008656934
5,7622478096	3,3180227712
3,7046261187	5,757797218
2,2641280075	-4,1027766148
1,9812531108	-2,7563496848
3,4366903374	5,2634473234
3,8077795301	5,8345363501
3,9914801222	6,4025974898
4,3075271666	3,1581271205
4,1270141207	-2,4337230982
3,4331736942	5,4906303531
2,8341849503	-5,776127152
2,9367656681	4,9226520758
5,2460306442	5,4897069172
3,1136223736	6,6706683736
1,7004254331	-3,3084210039
4,1239289369	4,6533535056
1,4865641777	-3,4296949146
1,6325574584	-4,1056935675
0,6592455429	-3,7948790259
1,734084751	6,1868010745
1,2646630959	-4,7894682906
4,3961980637	4,813715128
3,5702481311	5,1223404806
1,2591095771	-3,7804954611
3,806266029	-3,2519803444
1,9437854686	-5,0489966403
3,4686788718	7,6323721074
3,3542839092	-2,5829168853
4,1870030034	6,3524876167
6,5575977967	7,0253422076
2,0161619849	-3,6989345413
4,8363896794	5,6138462354
1,8880383428	-3,4308393471
2,2910184318	4,6520742577
2,1137782121	-4,6721524876
0,5275379114	-3,3590404181
4,0870003545	5,5848782915
2,7529368603	-4,365678865
1,3107667531	-4,2440853456
2,8315597752	5,4743512215
1,137216072	-2,0588175708
4,8520434596	6,7627988193
2,444437489	-4,2173145283
2,769342648	5,8230627294
4,1593337603	4,501718725
1,4765419601	-4,3890944782
0,3297986145	-5,0935820035
3,9129332338	6,7726829046
4,067155022	5,3008269458
3,9616336511	7,2995232433
2,7737819299	-0,7170227757
4,6430385901	4,2869371374
3,1239176969	-2,4023064172
2,115533149	-4,4872316236
3,1115160419	5,6721382227
2,2861822524	-2,0559147467
6,0429158488	7,0558261451
3,2392457844	6,6957809349
2,4179638161	-3,5967865558
0,7093955495	-4,9467089851
0,7075852462	-2,8277580828
3,5492463894	5,4199397248
4,2511877018	6,1597237514
2,6017599818	-4,1104496537
3,4342738863	5,3759421996
3,0287324584	-4,7592472064
0,9087550923	6,0141266139
2,6508411248	-2,790341855
3,1331269663	5,3348903546
-0,0178443391	-3,8965728309
3,2873270101	5,2616010275
1,5951961757	-3,8816644585
1,972641574	-3,5022587769
1,7610324079	-3,003070729
3,103411708	-3,7517968144
3,2167117515	-2,3515438468
3,4123247355	6,2924497219
1,967619743	-2,7626758446
1,6053067969	-4,0716506523
4,2970314338	4,9228427293
4,2376632908	7,1942270403
1,4288269469	-5,7130027876
0,8496401356	-4,6728833734
-0,0717484614	-3,6035145676
1,6577968601	-1,8983232278
2,5377643877	-2,929716212
-0,3385842924	-3,6375253964
4,9153740228	5,1809258469
2,4897954702	-4,2907657477
4,4784619161	5,1774827433
